;;preco;qtidade
BAHIA;December 2017;6,0;17,3
BAHIA;January 2018;8,0;16,7
BAHIA;February 2018;5,0;17,5
BAHIA;March 2018;5,0;17,5
BAHIA;April 2018;5,0;17,6
BAHIA;May 2018;5,0;17,4
BAHIA;June 2018;6,0;17,0
BAHIA;July 2018;6,0;17,2
BAHIA;August 2018;6,0;17,0
BAHIA;September 2018;6,0;17,2
BAHIA;October 2018;5,0;17,3
BAHIA;November 2018;5,0;17,4
BAHIA;December 2018;10,0;16,3
BAHIA;January 2019;8,0;16,7
BAHIA;February 2019;7,0;17,0
BAHIA;March 2019;7,0;16,8
BAHIA;April 2019;10,0;16,4
BAHIA;May 2019;7,0;17,0
BAHIA;June 2019;10,0;16,3
BAHIA;July 2019;7,0;17,1
BAHIA;August 2019;5,0;17,3
BAHIA;September 2019;6,0;17,0
BAHIA;October 2019;10,0;16,6
BAHIA;November 2019;6,0;17,3
CEARÁ;December 2012;10,0;16,5
CEARÁ;January 2013;5,0;17,4
CEARÁ;February 2013;7,0;17,1
CEARÁ;March 2013;8,0;16,8
CEARÁ;April 2013;7,0;16,9
CEARÁ;May 2013;5,0;17,4
CEARÁ;June 2013;6,0;17,1
CEARÁ;July 2013;8,0;16,9
CEARÁ;August 2013;8,0;16,9
CEARÁ;September 2013;9,0;16,7
CEARÁ;December 2013;9,0;16,7
CEARÁ;May 2015;5,0;17,5
CEARÁ;June 2015;10,0;16,3
CEARÁ;July 2015;8,0;16,6
CEARÁ;August 2015;10,0;16,4
CEARÁ;September 2015;6,0;17,0
CEARÁ;October 2015;7,0;17,1
CEARÁ;November 2015;7,0;16,9
CEARÁ;December 2015;10,0;16,6
CEARÁ;January 2016;8,0;16,9
CEARÁ;February 2016;8,0;16,7
CEARÁ;March 2016;7,0;16,8
CEARÁ;April 2016;9,0;16,4
CEARÁ;May 2016;8,0;16,8
CEARÁ;June 2016;5,0;17,5
CEARÁ;July 2016;9,0;16,5
CEARÁ;August 2016;8,0;16,7
CEARÁ;September 2016;5,0;17,4
CEARÁ;October 2016;10,0;16,3
CEARÁ;November 2016;6,0;17,3
CEARÁ;December 2016;7,0;17,0
CEARÁ;January 2017;6,0;17,1
CEARÁ;February 2017;8,0;16,8
CEARÁ;March 2017;7,0;16,8
CEARÁ;April 2017;8,0;16,6
CEARÁ;May 2017;7,0;16,8
CEARÁ;June 2017;6,0;17,3
CEARÁ;July 2017;9,0;16,7
CEARÁ;August 2017;5,0;17,4
CEARÁ;September 2017;10,0;16,5
CEARÁ;October 2017;6,0;17,2
CEARÁ;November 2017;6,0;17,3
CEARÁ;December 2017;6,0;17,3
CEARÁ;January 2018;7,0;17,0
CEARÁ;February 2018;9,0;16,7
CEARÁ;March 2018;8,0;16,9
CEARÁ;April 2018;5,0;17,3
CEARÁ;May 2018;5,0;17,6
CEARÁ;June 2018;7,0;17,0
CEARÁ;July 2018;9,0;16,5
CEARÁ;August 2018;8,0;16,9
CEARÁ;September 2018;10,0;16,6
CEARÁ;October 2018;6,0;17,3
CEARÁ;November 2018;10,0;16,5
CEARÁ;December 2018;7,0;17,1
CEARÁ;January 2019;7,0;16,9
CEARÁ;February 2019;6,0;17,2
CEARÁ;March 2019;9,0;16,6
CEARÁ;April 2019;6,0;17,1
CEARÁ;May 2019;9,0;16,7
CEARÁ;June 2019;7,0;16,8
CEARÁ;July 2019;10,0;16,5
CEARÁ;August 2019;6,0;17,3
CEARÁ;September 2019;6,0;17,2
CEARÁ;October 2019;9,0;16,8
CEARÁ;November 2019;9,0;16,7
DIST FEDERAL;May 2012;5,0;17,4
DIST FEDERAL;July 2012;6,0;17,1
DIST FEDERAL;August 2012;10,0;16,3
DIST FEDERAL;September 2012;6,0;17,1
DIST FEDERAL;October 2012;6,0;17,0
DIST FEDERAL;November 2012;6,0;17,1
DIST FEDERAL;January 2013;10,0;16,5
DIST FEDERAL;February 2013;7,0;17,1
DIST FEDERAL;March 2013;8,0;16,6
DIST FEDERAL;April 2013;10,0;16,6
DIST FEDERAL;May 2013;9,0;16,6
DIST FEDERAL;June 2013;5,0;17,3
DIST FEDERAL;July 2013;10,0;16,5
DIST FEDERAL;March 2015;8,0;16,8
DIST FEDERAL;April 2015;9,0;16,6
DIST FEDERAL;May 2015;5,0;17,6
DIST FEDERAL;June 2015;9,0;16,5
DIST FEDERAL;July 2015;10,0;16,5
DIST FEDERAL;August 2015;5,0;17,5
DIST FEDERAL;September 2015;10,0;16,5
DIST FEDERAL;October 2015;9,0;16,6
DIST FEDERAL;November 2015;7,0;17,0
DIST FEDERAL;December 2015;8,0;16,9
DIST FEDERAL;January 2016;5,0;17,3
DIST FEDERAL;February 2016;6,0;17,4
DIST FEDERAL;March 2016;10,0;16,4
DIST FEDERAL;April 2016;7,0;16,9
DIST FEDERAL;May 2016;10,0;16,4
DIST FEDERAL;June 2016;10,0;16,6
DIST FEDERAL;July 2016;10,0;16,5
DIST FEDERAL;August 2016;5,0;17,4
DIST FEDERAL;September 2016;10,0;16,4
DIST FEDERAL;October 2016;6,0;17,3
DIST FEDERAL;November 2016;5,0;17,6
DIST FEDERAL;December 2016;7,0;17,1
DIST FEDERAL;January 2017;7,0;16,9
DIST FEDERAL;February 2017;5,0;17,6
DIST FEDERAL;March 2017;7,0;16,9
DIST FEDERAL;April 2017;10,0;16,3
DIST FEDERAL;May 2017;6,0;17,2
DIST FEDERAL;June 2017;8,0;16,7
DIST FEDERAL;July 2017;7,0;16,8
DIST FEDERAL;August 2017;6,0;17,2
DIST FEDERAL;September 2017;10,0;16,4
DIST FEDERAL;October 2017;7,0;17,0
DIST FEDERAL;November 2017;5,0;17,4
DIST FEDERAL;December 2017;7,0;16,9
DIST FEDERAL;January 2018;9,0;16,6
DIST FEDERAL;February 2018;10,0;16,3
DIST FEDERAL;March 2018;5,0;17,4
DIST FEDERAL;April 2018;9,0;16,6
DIST FEDERAL;May 2018;8,0;16,6
DIST FEDERAL;June 2018;9,0;16,7
DIST FEDERAL;July 2018;5,0;17,6
DIST FEDERAL;August 2018;7,0;17,1
DIST FEDERAL;September 2018;8,0;16,7
DIST FEDERAL;October 2018;5,0;17,3
DIST FEDERAL;November 2018;10,0;16,6
DIST FEDERAL;December 2018;5,0;17,3
DIST FEDERAL;January 2019;7,0;17,0
DIST FEDERAL;February 2019;5,0;17,3
DIST FEDERAL;March 2019;10,0;16,5
DIST FEDERAL;April 2019;10,0;16,5
DIST FEDERAL;May 2019;8,0;16,9
DIST FEDERAL;June 2019;7,0;17,1
DIST FEDERAL;July 2019;6,0;17,1
DIST FEDERAL;August 2019;9,0;16,5
DIST FEDERAL;September 2019;6,0;17,1
DIST FEDERAL;October 2019;5,0;17,5
DIST FEDERAL;November 2019;10,0;16,5
ESPÍRITO SANTO;August 2012;7,0;16,8
ESPÍRITO SANTO;November 2012;9,0;16,6
ESPÍRITO SANTO;January 2013;10,0;16,5
ESPÍRITO SANTO;May 2015;10,0;16,5
ESPÍRITO SANTO;June 2015;10,0;16,3
ESPÍRITO SANTO;July 2015;9,0;16,7
ESPÍRITO SANTO;August 2015;9,0;16,7
ESPÍRITO SANTO;September 2015;10,0;16,5
ESPÍRITO SANTO;October 2015;8,0;16,8
ESPÍRITO SANTO;November 2015;5,0;17,4
ESPÍRITO SANTO;December 2015;10,0;16,5
ESPÍRITO SANTO;January 2016;7,0;16,8
ESPÍRITO SANTO;February 2016;8,0;16,9
ESPÍRITO SANTO;March 2016;9,0;16,7
ESPÍRITO SANTO;April 2016;8,0;16,6
ESPÍRITO SANTO;May 2016;8,0;16,8
ESPÍRITO SANTO;June 2016;6,0;17,3
ESPÍRITO SANTO;July 2016;5,0;17,4
ESPÍRITO SANTO;August 2016;7,0;16,8
ESPÍRITO SANTO;September 2016;9,0;16,6
ESPÍRITO SANTO;October 2016;5,0;17,5
ESPÍRITO SANTO;November 2016;6,0;17,1
ESPÍRITO SANTO;December 2016;7,0;16,8
ESPÍRITO SANTO;January 2017;5,0;17,4
ESPÍRITO SANTO;March 2017;7,0;17,0
ESPÍRITO SANTO;April 2017;9,0;16,5
ESPÍRITO SANTO;May 2017;7,0;17,0
ESPÍRITO SANTO;June 2017;9,0;16,5
ESPÍRITO SANTO;July 2017;10,0;16,5
ESPÍRITO SANTO;August 2017;10,0;16,3
ESPÍRITO SANTO;September 2017;6,0;17,2
ESPÍRITO SANTO;October 2017;6,0;17,2
ESPÍRITO SANTO;November 2017;10,0;16,5
ESPÍRITO SANTO;December 2017;10,0;16,6
ESPÍRITO SANTO;January 2018;8,0;16,9
ESPÍRITO SANTO;February 2018;6,0;17,4
ESPÍRITO SANTO;March 2018;6,0;17,2
ESPÍRITO SANTO;April 2018;9,0;16,7
ESPÍRITO SANTO;May 2018;8,0;16,6
ESPÍRITO SANTO;June 2018;7,0;16,9
ESPÍRITO SANTO;July 2018;5,0;17,4
ESPÍRITO SANTO;August 2018;5,0;17,3
ESPÍRITO SANTO;September 2018;8,0;16,7
ESPÍRITO SANTO;October 2018;8,0;16,8
ESPÍRITO SANTO;November 2018;8,0;16,7
ESPÍRITO SANTO;December 2018;6,0;17,2
ESPÍRITO SANTO;January 2019;6,0;17,4
ESPÍRITO SANTO;February 2019;8,0;16,8
ESPÍRITO SANTO;March 2019;10,0;16,5
ESPÍRITO SANTO;April 2019;5,0;17,4
ESPÍRITO SANTO;May 2019;7,0;16,8
ESPÍRITO SANTO;June 2019;9,0;16,8
ESPÍRITO SANTO;July 2019;9,0;16,4
ESPÍRITO SANTO;August 2019;9,0;16,5
ESPÍRITO SANTO;September 2019;6,0;17,0
ESPÍRITO SANTO;October 2019;10,0;16,4
ESPÍRITO SANTO;November 2019;10,0;16,6
ESTADO SÃO PAUL;November 2011;7,0;16,9
ESTADO SÃO PAUL;December 2011;7,0;16,9
ESTADO SÃO PAUL;January 2012;9,0;16,5
ESTADO SÃO PAUL;February 2012;5,0;17,4
ESTADO SÃO PAUL;March 2012;5,0;17,3
ESTADO SÃO PAUL;April 2012;10,0;16,4
ESTADO SÃO PAUL;May 2012;8,0;16,9
ESTADO SÃO PAUL;June 2012;10,0;16,5
ESTADO SÃO PAUL;July 2012;5,0;17,6
ESTADO SÃO PAUL;August 2012;10,0;16,6
ESTADO SÃO PAUL;September 2012;9,0;16,5
ESTADO SÃO PAUL;October 2012;8,0;16,6
ESTADO SÃO PAUL;November 2012;9,0;16,6
ESTADO SÃO PAUL;December 2012;7,0;17,1
ESTADO SÃO PAUL;January 2013;5,0;17,5
ESTADO SÃO PAUL;February 2013;6,0;17,4
ESTADO SÃO PAUL;March 2013;5,0;17,4
ESTADO SÃO PAUL;April 2013;6,0;17,0
ESTADO SÃO PAUL;May 2013;5,0;17,3
ESTADO SÃO PAUL;June 2013;6,0;17,1
ESTADO SÃO PAUL;July 2013;8,0;16,8
ESTADO SÃO PAUL;August 2013;8,0;16,9
ESTADO SÃO PAUL;September 2013;7,0;16,8
ESTADO SÃO PAUL;October 2013;8,0;16,9
ESTADO SÃO PAUL;November 2013;5,0;17,6
ESTADO SÃO PAUL;June 2014;9,0;16,6
ESTADO SÃO PAUL;April 2015;9,0;16,4
ESTADO SÃO PAUL;May 2015;7,0;16,9
ESTADO SÃO PAUL;June 2015;7,0;16,9
ESTADO SÃO PAUL;July 2015;5,0;17,6
ESTADO SÃO PAUL;August 2015;5,0;17,6
ESTADO SÃO PAUL;September 2015;7,0;16,8
ESTADO SÃO PAUL;October 2015;10,0;16,6
ESTADO SÃO PAUL;November 2015;8,0;16,9
ESTADO SÃO PAUL;December 2015;9,0;16,7
ESTADO SÃO PAUL;January 2016;6,0;17,2
ESTADO SÃO PAUL;February 2016;6,0;17,0
ESTADO SÃO PAUL;March 2016;10,0;16,3
ESTADO SÃO PAUL;April 2016;10,0;16,4
ESTADO SÃO PAUL;May 2016;9,0;16,4
ESTADO SÃO PAUL;June 2016;6,0;17,2
ESTADO SÃO PAUL;July 2016;7,0;17,0
ESTADO SÃO PAUL;August 2016;7,0;16,9
ESTADO SÃO PAUL;September 2016;6,0;17,3
ESTADO SÃO PAUL;October 2016;5,0;17,3
ESTADO SÃO PAUL;November 2016;7,0;17,1
ESTADO SÃO PAUL;December 2016;8,0;16,9
ESTADO SÃO PAUL;January 2017;7,0;16,9
ESTADO SÃO PAUL;February 2017;8,0;16,9
ESTADO SÃO PAUL;March 2017;10,0;16,5
ESTADO SÃO PAUL;April 2017;10,0;16,5
ESTADO SÃO PAUL;May 2017;9,0;16,6
ESTADO SÃO PAUL;June 2017;10,0;16,4
ESTADO SÃO PAUL;July 2017;5,0;17,6
ESTADO SÃO PAUL;August 2017;10,0;16,5
ESTADO SÃO PAUL;September 2017;8,0;16,7
ESTADO SÃO PAUL;October 2017;5,0;17,5
ESTADO SÃO PAUL;November 2017;8,0;16,9
ESTADO SÃO PAUL;December 2017;10,0;16,4
ESTADO SÃO PAUL;January 2018;9,0;16,7
ESTADO SÃO PAUL;February 2018;9,0;16,5
ESTADO SÃO PAUL;March 2018;9,0;16,5
ESTADO SÃO PAUL;April 2018;10,0;16,6
ESTADO SÃO PAUL;May 2018;5,0;17,5
ESTADO SÃO PAUL;June 2018;10,0;16,3
ESTADO SÃO PAUL;July 2018;10,0;16,3
ESTADO SÃO PAUL;August 2018;9,0;16,5
ESTADO SÃO PAUL;September 2018;5,0;17,4
ESTADO SÃO PAUL;October 2018;5,0;17,5
ESTADO SÃO PAUL;November 2018;9,0;16,7
ESTADO SÃO PAUL;December 2018;5,0;17,6
ESTADO SÃO PAUL;January 2019;6,0;17,1
ESTADO SÃO PAUL;February 2019;6,0;17,1
ESTADO SÃO PAUL;March 2019;6,0;17,1
ESTADO SÃO PAUL;April 2019;6,0;17,4
ESTADO SÃO PAUL;May 2019;9,0;16,6
ESTADO SÃO PAUL;June 2019;7,0;17,0
ESTADO SÃO PAUL;July 2019;9,0;16,7
ESTADO SÃO PAUL;August 2019;7,0;17,0
ESTADO SÃO PAUL;September 2019;7,0;17,1
ESTADO SÃO PAUL;October 2019;9,0;16,7
ESTADO SÃO PAUL;November 2019;6,0;17,2
GOIÁS;May 2012;10,0;16,4
GOIÁS;June 2012;6,0;17,2
GOIÁS;July 2012;8,0;16,9
GOIÁS;August 2012;10,0;16,5
GOIÁS;September 2012;10,0;16,5
GOIÁS;October 2012;6,0;17,2
GOIÁS;November 2012;7,0;17,0
GOIÁS;December 2012;6,0;17,3
GOIÁS;January 2013;6,0;17,2
GOIÁS;February 2013;7,0;17,0
GOIÁS;March 2013;10,0;16,3
GOIÁS;April 2013;5,0;17,5
GOIÁS;May 2013;6,0;17,1
GOIÁS;June 2013;10,0;16,6
GOIÁS;July 2013;7,0;17,1
GOIÁS;August 2013;7,0;17,0
GOIÁS;September 2013;7,0;16,9
GOIÁS;March 2015;10,0;16,4
GOIÁS;April 2015;10,0;16,4
GOIÁS;May 2015;7,0;16,9
GOIÁS;June 2015;8,0;16,7
GOIÁS;July 2015;5,0;17,6
GOIÁS;August 2015;8,0;16,7
GOIÁS;September 2015;5,0;17,6
GOIÁS;October 2015;6,0;17,2
GOIÁS;November 2015;9,0;16,6
GOIÁS;December 2015;8,0;16,9
GOIÁS;January 2016;9,0;16,6
GOIÁS;February 2016;7,0;17,0
GOIÁS;March 2016;6,0;17,1
GOIÁS;April 2016;8,0;16,7
GOIÁS;May 2016;10,0;16,6
GOIÁS;June 2016;9,0;16,6
GOIÁS;July 2016;7,0;16,8
GOIÁS;August 2016;8,0;16,9
GOIÁS;September 2016;8,0;16,9
GOIÁS;October 2016;9,0;16,5
GOIÁS;November 2016;9,0;16,6
GOIÁS;December 2016;10,0;16,5
GOIÁS;January 2017;10,0;16,6
GOIÁS;February 2017;5,0;17,6
GOIÁS;March 2017;6,0;17,3
GOIÁS;April 2017;7,0;16,8
GOIÁS;May 2017;8,0;16,8
GOIÁS;June 2017;10,0;16,3
GOIÁS;July 2017;7,0;16,9
GOIÁS;August 2017;7,0;16,9
GOIÁS;September 2017;9,0;16,6
GOIÁS;October 2017;10,0;16,5
GOIÁS;November 2017;7,0;17,0
GOIÁS;December 2017;8,0;16,7
GOIÁS;January 2018;9,0;16,7
GOIÁS;February 2018;10,0;16,5
GOIÁS;March 2018;9,0;16,6
GOIÁS;April 2018;10,0;16,4
GOIÁS;May 2018;9,0;16,6
GOIÁS;June 2018;8,0;16,7
GOIÁS;July 2018;8,0;16,7
GOIÁS;August 2018;10,0;16,4
GOIÁS;September 2018;6,0;17,2
GOIÁS;October 2018;7,0;16,8
GOIÁS;November 2018;10,0;16,4
GOIÁS;December 2018;9,0;16,5
GOIÁS;January 2019;9,0;16,7
GOIÁS;February 2019;9,0;16,4
GOIÁS;March 2019;8,0;16,6
GOIÁS;April 2019;6,0;17,1
GOIÁS;May 2019;10,0;16,5
GOIÁS;June 2019;5,0;17,3
GOIÁS;July 2019;6,0;17,3
GOIÁS;August 2019;10,0;16,5
GOIÁS;September 2019;8,0;16,8
GOIÁS;October 2019;6,0;17,0
GOIÁS;November 2019;8,0;16,9
MARANHÃO;April 2015;9,0;16,7
MARANHÃO;May 2015;5,0;17,4
MARANHÃO;June 2015;10,0;16,4
MARANHÃO;July 2015;7,0;16,9
MARANHÃO;August 2015;5,0;17,6
MARANHÃO;September 2015;6,0;17,3
MARANHÃO;October 2015;6,0;17,3
MARANHÃO;November 2015;7,0;16,8
MARANHÃO;December 2015;10,0;16,4
MARANHÃO;January 2016;8,0;16,9
MARANHÃO;February 2016;5,0;17,4
MARANHÃO;March 2016;10,0;16,5
MARANHÃO;April 2016;5,0;17,4
MARANHÃO;May 2016;5,0;17,5
MARANHÃO;June 2016;8,0;16,6
MARANHÃO;July 2016;8,0;16,8
MARANHÃO;August 2016;9,0;16,6
MARANHÃO;September 2016;7,0;16,8
MARANHÃO;October 2016;6,0;17,3
MARANHÃO;November 2016;7,0;17,0
MARANHÃO;December 2016;8,0;16,7
MARANHÃO;January 2017;5,0;17,6
MARANHÃO;February 2017;6,0;17,0
MARANHÃO;March 2017;7,0;16,8
MARANHÃO;April 2017;10,0;16,5
MARANHÃO;May 2017;6,0;17,3
MARANHÃO;June 2017;5,0;17,6
MARANHÃO;July 2017;7,0;17,0
MARANHÃO;August 2017;10,0;16,5
MARANHÃO;September 2017;7,0;16,8
MARANHÃO;October 2017;8,0;16,7
MARANHÃO;November 2017;10,0;16,6
MARANHÃO;December 2017;6,0;17,3
MARANHÃO;January 2018;6,0;17,3
MARANHÃO;February 2018;9,0;16,6
MARANHÃO;March 2018;8,0;16,9
MARANHÃO;April 2018;10,0;16,5
MARANHÃO;May 2018;9,0;16,5
MARANHÃO;June 2018;8,0;16,9
MARANHÃO;July 2018;7,0;16,9
MARANHÃO;August 2018;9,0;16,4
MARANHÃO;September 2018;7,0;16,9
MARANHÃO;October 2018;7,0;16,9
MARANHÃO;November 2018;7,0;16,8
MARANHÃO;December 2018;10,0;16,4
MARANHÃO;January 2019;8,0;16,6
MARANHÃO;February 2019;6,0;17,1
MARANHÃO;March 2019;5,0;17,4
MARANHÃO;April 2019;9,0;16,7
MARANHÃO;May 2019;9,0;16,7
MARANHÃO;June 2019;8,0;16,7
MARANHÃO;July 2019;7,0;16,9
MARANHÃO;August 2019;6,0;17,2
MARANHÃO;September 2019;10,0;16,5
MARANHÃO;October 2019;6,0;17,3
MARANHÃO;November 2019;7,0;17,0
MATO GROSSO;April 2012;5,0;17,4
MATO GROSSO;May 2012;7,0;16,8
MATO GROSSO;November 2012;7,0;17,0
MATO GROSSO;March 2015;9,0;16,5
MATO GROSSO;April 2015;9,0;16,7
MATO GROSSO;May 2015;5,0;17,5
MATO GROSSO;June 2015;9,0;16,5
MATO GROSSO;July 2015;7,0;17,1
MATO GROSSO;August 2015;5,0;17,4
MATO GROSSO;September 2015;8,0;16,7
MATO GROSSO;October 2015;9,0;16,4
MATO GROSSO;November 2015;6,0;17,3
MATO GROSSO;December 2015;5,0;17,6
MATO GROSSO;January 2016;9,0;16,7
MATO GROSSO;February 2016;5,0;17,4
MATO GROSSO;March 2016;9,0;16,6
MATO GROSSO;April 2016;6,0;17,0
MATO GROSSO;May 2016;6,0;17,1
MATO GROSSO;June 2016;7,0;17,0
MATO GROSSO;July 2016;6,0;17,0
MATO GROSSO;August 2016;6,0;17,2
MATO GROSSO;September 2016;9,0;16,5
MATO GROSSO;October 2016;8,0;16,7
MATO GROSSO;November 2016;8,0;16,7
MATO GROSSO;December 2016;5,0;17,5
MATO GROSSO;January 2017;6,0;17,2
MATO GROSSO;February 2017;6,0;17,1
MATO GROSSO;March 2017;6,0;17,3
MATO GROSSO;April 2017;9,0;16,7
MATO GROSSO;May 2017;7,0;16,9
MATO GROSSO;June 2017;6,0;17,3
MATO GROSSO;July 2017;10,0;16,4
MATO GROSSO;August 2017;8,0;16,9
MATO GROSSO;September 2017;7,0;16,8
MATO GROSSO;October 2017;10,0;16,4
MATO GROSSO;November 2017;9,0;16,4
MATO GROSSO;December 2017;7,0;16,8
MATO GROSSO;January 2018;6,0;17,1
MATO GROSSO;February 2018;9,0;16,6
MATO GROSSO;March 2018;6,0;17,1
MATO GROSSO;April 2018;7,0;17,0
MATO GROSSO;May 2018;6,0;17,0
MATO GROSSO;June 2018;9,0;16,5
MATO GROSSO;July 2018;7,0;17,1
MATO GROSSO;August 2018;6,0;17,1
MATO GROSSO;September 2018;9,0;16,7
MATO GROSSO;October 2018;6,0;17,2
MATO GROSSO;November 2018;5,0;17,5
MATO GROSSO;December 2018;9,0;16,6
MATO GROSSO;January 2019;9,0;16,7
MATO GROSSO;February 2019;10,0;16,6
MATO GROSSO;March 2019;10,0;16,5
MATO GROSSO;April 2019;8,0;16,6
MATO GROSSO;May 2019;7,0;17,0
MATO GROSSO;June 2019;9,0;16,6
MATO GROSSO;July 2019;10,0;16,5
MATO GROSSO;August 2019;9,0;16,4
MATO GROSSO;September 2019;6,0;17,1
MATO GROSSO;October 2019;5,0;17,3
MATO GROSSO;November 2019;5,0;17,6
MATO GROSSO SUL;August 2015;10,0;16,3
MATO GROSSO SUL;September 2015;10,0;16,4
MATO GROSSO SUL;October 2015;8,0;16,8
MATO GROSSO SUL;November 2015;9,0;16,7
MATO GROSSO SUL;December 2015;10,0;16,4
MATO GROSSO SUL;January 2016;7,0;16,9
MATO GROSSO SUL;February 2016;7,0;16,9
MATO GROSSO SUL;April 2016;10,0;16,3
MATO GROSSO SUL;May 2016;8,0;16,7
MATO GROSSO SUL;June 2016;8,0;16,8
MATO GROSSO SUL;July 2016;5,0;17,6
MATO GROSSO SUL;August 2016;10,0;16,5
MATO GROSSO SUL;September 2016;9,0;16,7
MATO GROSSO SUL;October 2016;6,0;17,0
MATO GROSSO SUL;November 2016;6,0;17,2
MATO GROSSO SUL;December 2016;10,0;16,3
MATO GROSSO SUL;January 2017;9,0;16,5
MATO GROSSO SUL;February 2017;8,0;16,8
MATO GROSSO SUL;March 2017;5,0;17,4
MATO GROSSO SUL;April 2017;5,0;17,3
MATO GROSSO SUL;May 2017;5,0;17,5
MATO GROSSO SUL;June 2017;8,0;16,9
MATO GROSSO SUL;July 2017;6,0;17,1
MATO GROSSO SUL;August 2017;6,0;17,1
MATO GROSSO SUL;September 2017;8,0;16,7
MATO GROSSO SUL;October 2017;8,0;16,7
MATO GROSSO SUL;November 2017;6,0;17,2
MATO GROSSO SUL;December 2017;8,0;16,7
MATO GROSSO SUL;January 2018;9,0;16,5
MATO GROSSO SUL;February 2018;5,0;17,4
MATO GROSSO SUL;March 2018;6,0;17,2
MATO GROSSO SUL;April 2018;6,0;17,1
MATO GROSSO SUL;May 2018;7,0;17,0
MATO GROSSO SUL;June 2018;7,0;17,0
MATO GROSSO SUL;July 2018;10,0;16,6
MATO GROSSO SUL;August 2018;6,0;17,1
MATO GROSSO SUL;September 2018;5,0;17,6
MATO GROSSO SUL;October 2018;8,0;16,8
MATO GROSSO SUL;November 2018;5,0;17,3
MATO GROSSO SUL;December 2018;9,0;16,5
MATO GROSSO SUL;January 2019;6,0;17,3
MATO GROSSO SUL;February 2019;10,0;16,5
MATO GROSSO SUL;March 2019;5,0;17,5
MATO GROSSO SUL;April 2019;7,0;17,0
MATO GROSSO SUL;May 2019;10,0;16,4
MATO GROSSO SUL;June 2019;7,0;16,9
MATO GROSSO SUL;July 2019;8,0;16,7
MATO GROSSO SUL;August 2019;8,0;16,6
MATO GROSSO SUL;September 2019;10,0;16,5
MATO GROSSO SUL;October 2019;5,0;17,6
MATO GROSSO SUL;November 2019;10,0;16,5
MINAS GERAIS;April 2012;7,0;17,1
MINAS GERAIS;June 2012;7,0;16,8
MINAS GERAIS;July 2012;9,0;16,7
MINAS GERAIS;August 2012;5,0;17,4
MINAS GERAIS;September 2012;6,0;17,4
MINAS GERAIS;October 2012;9,0;16,6
MINAS GERAIS;November 2012;7,0;16,8
MINAS GERAIS;December 2012;7,0;16,8
MINAS GERAIS;January 2013;9,0;16,5
MINAS GERAIS;February 2013;8,0;16,7
MINAS GERAIS;March 2013;9,0;16,5
MINAS GERAIS;April 2013;7,0;16,9
MINAS GERAIS;May 2013;7,0;16,9
MINAS GERAIS;June 2013;5,0;17,3
MINAS GERAIS;July 2013;10,0;16,6
MINAS GERAIS;August 2013;9,0;16,5
MINAS GERAIS;September 2013;8,0;16,9
MINAS GERAIS;October 2013;9,0;16,4
MINAS GERAIS;April 2015;9,0;16,4
MINAS GERAIS;May 2015;10,0;16,6
MINAS GERAIS;June 2015;7,0;17,0
MINAS GERAIS;July 2015;8,0;16,7
MINAS GERAIS;August 2015;5,0;17,4
MINAS GERAIS;September 2015;5,0;17,3
MINAS GERAIS;October 2015;8,0;16,9
MINAS GERAIS;November 2015;10,0;16,4
MINAS GERAIS;December 2015;7,0;17,0
MINAS GERAIS;January 2016;10,0;16,3
MINAS GERAIS;February 2016;9,0;16,5
MINAS GERAIS;March 2016;6,0;17,0
MINAS GERAIS;April 2016;6,0;17,0
MINAS GERAIS;May 2016;7,0;16,9
MINAS GERAIS;June 2016;6,0;17,1
MINAS GERAIS;July 2016;10,0;16,3
MINAS GERAIS;August 2016;7,0;16,9
MINAS GERAIS;September 2016;9,0;16,6
MINAS GERAIS;October 2016;8,0;16,8
MINAS GERAIS;November 2016;10,0;16,6
MINAS GERAIS;December 2016;9,0;16,7
MINAS GERAIS;January 2017;7,0;17,0
MINAS GERAIS;February 2017;8,0;16,9
MINAS GERAIS;March 2017;10,0;16,4
MINAS GERAIS;April 2017;6,0;17,1
MINAS GERAIS;May 2017;9,0;16,7
MINAS GERAIS;June 2017;5,0;17,4
MINAS GERAIS;July 2017;5,0;17,6
MINAS GERAIS;August 2017;10,0;16,4
MINAS GERAIS;September 2017;7,0;16,8
MINAS GERAIS;October 2017;7,0;17,1
MINAS GERAIS;November 2017;8,0;16,9
MINAS GERAIS;December 2017;10,0;16,3
MINAS GERAIS;January 2018;10,0;16,5
MINAS GERAIS;February 2018;9,0;16,7
MINAS GERAIS;March 2018;6,0;17,2
MINAS GERAIS;April 2018;5,0;17,3
MINAS GERAIS;May 2018;7,0;17,1
MINAS GERAIS;June 2018;7,0;17,0
MINAS GERAIS;July 2018;6,0;17,1
MINAS GERAIS;August 2018;7,0;17,1
MINAS GERAIS;September 2018;9,0;16,7
MINAS GERAIS;October 2018;5,0;17,5
MINAS GERAIS;November 2018;8,0;16,9
MINAS GERAIS;December 2018;6,0;17,3
MINAS GERAIS;January 2019;10,0;16,4
MINAS GERAIS;February 2019;8,0;16,9
MINAS GERAIS;March 2019;9,0;16,6
MINAS GERAIS;April 2019;7,0;17,0
MINAS GERAIS;May 2019;10,0;16,3
MINAS GERAIS;June 2019;5,0;17,4
MINAS GERAIS;July 2019;7,0;16,9
MINAS GERAIS;August 2019;9,0;16,5
MINAS GERAIS;September 2019;7,0;16,8
